Name,Message Size (Bytes),Sleep Time (ms),Concurrent Users,M * C,M * S,S * C,M * S * C,M / C,M / S,C / M,C / S,S / M,S / C,M / S * C,S / M * C,C / M * S,1 / M * C * S,Extra,Extra,# Samples,Error Count,Error %,Average (ms),Min (ms),Max (ms),90th Percentile (ms),95th Percentile (ms),99th Percentile (ms),Throughput,Received (KB/sec),Sent (KB/sec),API Manager GC Throughput (%),API Manager Footprint (M),API Manager Average of Footprint After Full GC (M),API Manager Standard Deviation of Footprint After Full GC (M),Netty Service GC Throughput (%),Netty Service Footprint (M),Netty Service Average of Footprint After Full GC (M),Netty Service Standard Deviation of Footprint After Full GC (M),JMeter Client GC Throughput (%),JMeter Client Footprint (M),JMeter Client Average of Footprint After Full GC (M),JMeter Client Standard Deviation of Footprint After Full GC (M),JMeter Server 01 GC Throughput (%),JMeter Server 01 Footprint (M),JMeter Server 01 Average of Footprint After Full GC (M),JMeter Server 01 Standard Deviation of Footprint After Full GC (M),JMeter Server 02 GC Throughput (%),JMeter Server 02 Footprint (M),JMeter Server 02 Average of Footprint After Full GC (M),JMeter Server 02 Standard Deviation of Footprint After Full GC (M),API Manager Load Average - Last 1 minute,API Manager Load Average - Last 5 minutes,API Manager Load Average - Last 15 minutes,Netty Service Load Average - Last 1 minute,Netty Service Load Average - Last 5 minutes,Netty Service Load Average - Last 15 minutes,JMeter Client Load Average - Last 1 minute,JMeter Client Load Average - Last 5 minutes,JMeter Client Load Average - Last 15 minutes,JMeter Server 01 Load Average - Last 1 minute,JMeter Server 01 Load Average - Last 5 minutes,JMeter Server 01 Load Average - Last 15 minutes,JMeter Server 02 Load Average - Last 1 minute,JMeter Server 02 Load Average - Last 5 minutes,JMeter Server 02 Load Average - Last 15 minutes
Mediation API,1024,500,1000,1024000,512000,500000,512000000,1.024,2.048,0.9765625,2,0.48828125,0.5,0.002048,0.0004882813,0.001953125,0.000000002,0,0,1087550,0,0,551.32,501,1740,651,714,794,1811.63,2398.99,2255.69,96.13,4053,431.6,347.94,99.93,3925.5,,,99.41,2048,,,99.86,4096,25,19.23,99.86,4096,24,17.82,4.73,7.73,6.21,0.24,0.18,0.09,0.56,0.15,0.05,,,,,,
Mediation API,10240,0,100,1024000,0,0,0,102.4,119.6419326,0.009765625,7.576029963,0,0,0.6653710129,0,0.0496333933,0.000000282,0,0,525228,0,0,114.06,4,1098,205,248,332.99,875.49,9045.6,8970.36,96.89,4080,216.78,213.58,99.96,3925.5,,,99.38,2048,,,99.95,4096,10.59,1178.04,99.94,4096,10.45,1381.69,18.45,24.27,20.42,0.02,0.03,0.03,0.2,0.07,0.06,,,,,,
Mediation API,10240,0,200,2048000,0,0,0,51.2,119.6419326,0.01953125,7.576029963,0,0,0.6653710129,0,0.0496333933,0.000000282,0,0,518276,0,0,231.34,5,2543,388,440,554,863.69,8923.71,8849.49,96.87,4074,228.08,217.83,99.96,3925.5,,,99.16,2048,,,99.91,4096,14,3764.64,99.93,4096,12.15,1086.12,24.04,27.78,24.37,0.04,0.07,0.02,0,0.03,0.06,,,,,,
Mediation API,10240,0,300,3072000,0,0,0,34.13333333,119.6419326,0.029296875,7.576029963,0,0,0.6653710129,0,0.0496333933,0.000000282,0,0,515837,0,0,348.21,6,1650,575,666,899,860.77,8893.46,8819.48,96.59,4067,267.47,232.37,99.96,3925.5,,,99.24,2048,,,99.92,4096,14.35,4271.63,99.93,4096,13.35,2823.48,32.51,30.79,26.46,0.16,0.07,0.02,0,0.03,0.05,,,,,,
Mediation API,10240,0,1000,10240000,0,0,0,10.24,119.6419326,0.09765625,7.576029963,0,0,0.6653710129,0,0.0496333933,0.000000282,0,0,509249,0,0,1175.62,21,3645,1720,1872,2144,849.12,8773.14,8700.17,93.96,4037,593.07,274.43,99.93,3925.5,,,99.34,2048,,,99.89,4096,22.4,15.56,99.88,4096,22.3,15.42,37.52,35.91,30.96,0.06,0.13,0.08,0.06,0.03,0.04,,,,,,
Mediation API,10240,30,100,1024000,307200,3000,30720000,102.4,341.3333333,0.009765625,3.333333333,0.0029296875,0.3,3.413333333,2.93E-05,0.0003255208,3.26E-08,0,0,499204,0,0,120.04,33,1656,180,201,247,831.96,8595.87,8524.38,97,4081,212.34,198.3,99.96,3925.5,,,99.3,2048,,,99.94,4096,11,579.83,99.92,4096,12.8,2027.28,18.63,19.68,23.08,0,0.03,0.07,0.01,0.02,0,,,,,,
Mediation API,10240,30,200,2048000,307200,6000,61440000,51.2,341.3333333,0.01953125,6.666666667,0.0029296875,0.15,1.706666667,1.46E-05,0.0006510417,1.63E-08,0,0,525342,0,0,228.16,35,2833,349,393,498.99,875.55,9046.25,8971.01,96.69,4073,240.42,253.04,99.96,3925.5,,,99.39,2048,,,99.93,4096,12.1,1013.28,99.93,4096,12.5,1592.4,30.15,29.93,26.15,0,0.01,0.01,0.06,0.02,0.01,,,,,,
Mediation API,10240,30,1000,10240000,307200,30000,307200000,10.24,341.3333333,0.09765625,33.33333333,0.0029296875,0.03,0.3413333333,2.93E-06,0.0032552083,3.26E-09,0,0,504645,0,0,1188.43,42,5566,1805,2014.95,2334.99,840.41,8683.17,8610.95,94.13,4039,609.98,296.84,99.93,3925.5,,,99.33,2048,,,99.88,4096,23.95,17.75,99.88,4096,22.9,16.26,36.15,37.99,33.42,0.18,0.08,0.02,0,0,0,,,,,,
Mediation API,10240,30,2000,20480000,307200,60000,614400000,5.12,341.3333333,0.1953125,66.66666667,0.0029296875,0.015,0.1706666667,1.46E-06,0.0065104167,1.63E-09,0,0,461194,0,0,2592.6,98,7175,3352,3683,4161.97,769.32,7948.63,7882.52,92.78,4031,731.48,292.35,99.9,3925.5,,,99.24,2048,,,99.85,4096,35.75,34.44,99.85,4096,35.8,34.51,67.88,53.33,42.3,0.02,0.1,0.06,0,0.02,0.01,,,,,,
Mediation API,10240,500,200,2048000,5120000,100000,1024000000,51.2,20.48,0.01953125,0.4,0.048828125,2.5,0.1024,0.0002441406,3.91E-05,0.000000001,0,0,227349,0,0,527.01,503,824,569,586,627,379.06,3916.42,3883.84,97.43,4025,99.6,88.78,99.97,3925.5,,,98.84,2048,,,99.96,4096,12,868.33,99.95,4096,12.7,1882.32,3.41,4.1,8.46,0,0,0,0,0,0,,,,,,
Mediation API,10240,500,300,3072000,5120000,150000,1536000000,34.13333333,20.48,0.029296875,0.6,0.048828125,1.666666667,0.0682666667,0.0001627604,5.86E-05,6.51E-10,0,0,313819,0,0,572.64,503,1090,702,745,827,523.25,5406.23,5361.27,96.94,4062.5,98.2,85.36,99.96,3925.5,,,99.09,2048,,,99.95,4096,13.1,2461.44,99.94,4096,13.8,3475.43,5.97,6.98,7.71,0,0.01,0,0.03,0.01,0,,,,,,
Mediation API,10240,500,1000,10240000,5120000,500000,5120000000,10.24,20.48,0.09765625,2,0.048828125,0.5,0.02048,4.88E-05,0.0001953125,1.95E-10,0,0,445426,0,0,1346.03,505,4949,1709,1896,2263,741.51,7661.31,7597.58,94.25,4032.5,572.66,261.34,99.93,3925.5,,,99.19,2048,,,99.91,4096,21.55,14.35,99.9,4096,22,14.99,36.72,35.57,25.08,0.01,0,0,0.02,0.02,0.01,,,,,,
Mediation API,10240,500,2000,20480000,5120000,1000000,10240000000,5.12,20.48,0.1953125,4,0.048828125,0.25,0.01024,2.44E-05,0.000390625,0,0,0,485016,0,0,2470.48,562,7574,3436,3709,4115,806.49,8332.66,8263.35,91.84,4016.5,760.23,281.09,99.88,3925.5,,,99.22,2048,,,99.85,4096,34.75,33.02,99.85,4096,35.5,34.08,49.17,45.69,36.17,0,0.13,0.08,0,0,0,,,,,,
Echo API,50,0,100,5000,0,0,0,0.5,163.1304048,2,4.340476193,0,0,0.8954768517,0,0.0364282019,3.26E-08,0,0,3126634,0,0,19.1,1,2020,28,39,137,5211.27,1938.96,1496.21,93.47,4008.5,531.17,318.13,99.96,3925.5,,,99.69,2048,,,99.77,4096,14.05,3837.47,99.76,4096,14.05,3837.47,11.04,10.94,8.6,0.17,0.14,0.09,0.05,0.08,0.08,,,,,,
Echo API,50,30,1000,50000,1500,30000,1500000,0.05,1.666666667,20,33.33333333,0.6,0.03,0.0016666667,0.0006,0.6666666667,6.51E-10,0,0,3254689,0,0,183.97,33,8738,309,353,444,5430.62,2020.57,1559.18,93.11,4008,673.08,402.51,99.91,3925.5,,,99.68,2048,,,99.71,4096,23.85,17.61,99.7,4096,23.45,17.04,5.68,12.18,11.47,0.04,0.18,0.2,0.91,0.33,0.21,,,,,,
Echo API,50,500,2000,100000,25000,1000000,50000000,0.025,0.1,40,4,10,0.25,0.00005,0.005,0.08,4.88E-10,0,0,2208839,0,0,542.95,501,4191,617,674.95,796.99,3678.99,1368.84,1056.27,94.34,3978.5,663.02,438.66,99.88,3925.5,,,99.58,2048,,,99.71,4096,36.4,35.36,99.69,4096,39.45,39.67,5.95,6.95,5.28,0.13,0.2,0.14,0.08,0.08,0.04,,,,,,
Echo API,50,1000,200,10000,50000,200000,10000000,0.25,0.05,4,0.2,20,5,0.00025,0.1,0.004,1.54E-07,0,0,119627,0,0,1001.85,1001,1205,1002,1003,1008,199.27,74.14,57.21,99.54,3925.5,104.71,65.01,0,3925.5,,,98.55,2048,,,99.97,4096,12.3,1303.2,99.97,4096,12.3,1303.2,0.49,0.53,0.94,0,0,0,0,0,0.01,,,,,,
Echo API,1024,0,300,307200,0,0,0,3.413333333,163.1304048,0.29296875,4.340476193,0,0,0.8954768517,0,0.0364282019,1.63E-09,0,0,3124373,0,0,57.45,1,5697,88,143,210,5211.24,6900.82,6463.16,94.15,4012.5,612.56,391.5,99.95,3925.5,,,99.69,2048,,,99.74,4096,18.3,9992.13,99.73,4096,18.15,9775.04,12.36,13.04,10.95,0.97,0.41,0.23,0.11,0.07,0.11,,,,,,
Echo API,1024,30,200,204800,30720,6000,6144000,5.12,34.13333333,0.1953125,6.666666667,0.029296875,0.15,0.1706666667,0.0001464844,0.0065104167,1.95E-10,0,0,2526705,0,0,47.35,31,1740,62,73,182,4215.13,5581.75,5227.75,94.74,4005.5,466.29,294.17,99.95,3925.5,,,99.64,2048,,,99.81,4096,13.35,2823.48,99.8,4096,13.4,2896.31,1.37,5.86,6.73,0.05,0.2,0.16,0.92,0.4,0.21,,,,,,
Echo API,1024,500,1000,1024000,512000,500000,512000000,1.024,2.048,0.9765625,2,0.48828125,0.5,0.002048,0.0004882813,0.001953125,0,0,0,1173808,0,0,510.71,501,1822,539,563,633,1956.24,2590.48,2426.19,97.28,3986.5,349.06,345.61,99.93,3925.5,,,99.44,2048,,,99.85,4096,24.65,18.74,99.84,4096,25.1,19.37,2.9,2.76,2.24,0.23,0.11,0.03,0,0,0,,,,,,
Echo API,1024,1000,2000,2048000,1024000,2000000,2048000000,0.512,1.024,1.953125,2,0.9765625,0.5,0.000512,0.0004882813,0.001953125,1.54E-07,0,0,1175351,0,0,1018.48,1001,3287,1038,1063,1149,1956.92,2591.38,2427.03,96.96,3976.5,458.97,437.52,99.89,3925.5,,,99.41,2048,,,99.8,4096,37.95,37.55,99.8,4096,36.5,35.5,2.84,2.76,2.13,0.19,0.12,0.05,0.01,0.02,0,,,,,,
Echo API,10240,0,1000,10240000,0,0,0,10.24,163.1304048,0.09765625,4.340476193,0,0,0.8954768517,0,0.0364282019,3.33E-06,0,0,1936974,0,0,309.39,2,5328,457,499,661,3228.87,33360.9,33067.55,95.47,4008.5,494.85,361.82,99.9,4021.5,,,99.57,2048,,,99.76,4096,23.45,17.04,99.75,4096,22.7,15.98,14.08,12.42,10.77,0.28,0.57,0.4,0.05,0.02,0.06,,,,,,
Echo API,10240,30,100,1024000,307200,3000,30720000,102.4,341.3333333,0.009765625,3.333333333,0.0029296875,0.3,3.413333333,2.93E-05,0.0003255208,0.0000004,0,0,1535687,0,0,38.96,31,1466,50,55,134,2559.86,26448.66,26216.09,96.63,4015.5,394.26,315.34,99.95,3988.5,,,99.53,2048,,,99.86,4096,12.7,1882.32,99.88,4096,10.48,1327.24,6.66,6.54,7.66,0.15,0.18,0.27,0.01,0.06,0.08,,,,,,
Echo API,10240,500,300,3072000,5120000,150000,1536000000,34.13333333,20.48,0.029296875,0.6,0.048828125,1.666666667,0.0682666667,0.0001627604,5.86E-05,0.00000002,0,0,357422,0,0,502.76,501,886,503,504,514.99,595.99,6157.8,6103.65,99.16,3960.5,110.22,70.83,99.95,3925.5,,,99.13,2048,,,99.93,4096,13.85,3547.56,99.93,4096,13.8,3475.43,0.95,1.15,1.43,0.02,0.03,0,0,0,0,,,,,,
Echo API,10240,1000,200,2048000,10240000,200000,2048000000,51.2,10.24,0.01953125,0.2,0.09765625,5,0.0512,0.0004882813,1.95E-05,1.54E-07,0,0,119523,0,0,1002.5,1001,1204,1003,1004,1006,199.16,2057.7,2039.6,99.54,3925.5,105,66.32,99.97,3925.5,,,98.64,2048,,,99.96,4096,12.45,1520.28,99.96,4096,12.35,1375.32,0.55,0.47,1.21,0,0,0,0,0,0,,,,,,
Echo API,102400,0,300,30720000,0,0,0,341.3333333,163.1304048,0.0029296875,4.340476193,0,0,0.8954768517,0,0.0364282019,3.26E-07,0,0,248401,18,0.01,723.24,8,116762,1039,1605.95,9753.39,410.2,41198.93,41117.26,98.78,3998,98.65,86.27,99.93,4032.5,,,98.93,2048,,,99.91,4096,13.25,2678.52,99.9,4096,13.2,2606.4,5.3,5.01,4.79,0.04,0.14,0.11,0.05,0.02,0,,,,,,
Echo API,102400,30,200,20480000,3072000,6000,614400000,512,3413.333333,0.001953125,6.666666667,0.0002929688,0.15,17.06666667,1.46E-06,6.51E-05,3.26E-08,0,0,248886,1,0,481.55,3,116955,791.9,1041,2031,411.74,41356.17,41273.26,98.73,4000.5,103.25,66.82,99.94,4034,,,99.04,2048,,,99.93,4096,11.7,434.16,99.92,4096,11.75,506.29,5.6,5.07,4.53,0.04,0.11,0.09,0,0.01,0,,,,,,
Echo API,102400,500,100,10240000,51200000,50000,5120000000,1024,204.8,0.0009765625,0.2,0.0048828125,5,2.048,4.88E-05,1.95E-06,9.77E-09,0,0,118242,0,0,507.06,504,710,509,511,522,196.96,19779.5,19743.61,99.47,4026,102.09,67.43,99.95,3925.5,,,98.8,2048,,,99.95,4096,10.66,1071.97,99.96,4096,10.38,1471.49,1.06,1.24,1.89,0.09,0.03,0.01,0,0,0,,,,,,
Echo API,102400,1000,200,20480000,102400000,200000,20480000000,512,102.4,0.001953125,0.2,0.009765625,5,0.512,4.88E-05,1.95E-06,0.000000001,0,0,118827,0,0,1008.85,1004,1221,1016,1021,1040,197.96,19879.33,19843.63,99.43,4024,99.23,85.53,99.95,3925.5,,,98.54,2048,,,99.95,4096,11.8,579.12,99.95,4096,11.8,579.12,1.16,1.14,1.24,0,0.02,0,0,0,0,,,,,,
Mediation API,50,0,1000,50000,0,0,0,0.05,163.1304048,20,4.340476193,0,0,0.8954768517,0,0.0364282019,1.54E-07,0,0,2089135,0,0,286.6,2,4069,487,1410.75,1732.99,3485.84,1296.98,1017.84,92.89,4022,666.74,402.72,99.92,3925.5,,,99.6,2048,,,99.78,4096,26.2,20.93,99.76,4096,27.35,22.56,6.34,16.8,17.31,0.09,0.29,0.2,0.81,0.26,0.15,,,,,,
Mediation API,50,30,200,10000,1500,6000,300000,0.25,1.666666667,4,6.666666667,0.6,0.15,0.0083333333,0.003,0.1333333333,1.09E-08,0,0,1921684,0,0,62.34,31,1980,92,111,145,3202.68,1191.62,935.16,95.21,4056,406.99,286.24,99.96,3925.5,,,99.53,2048,,,99.85,4096,13.45,2968.43,99.83,4096,15.05,5285.62,5.82,10.09,9.96,0,0.05,0.08,0.59,0.19,0.13,,,,,,
Mediation API,50,500,100,5000,25000,50000,2500000,0.5,0.1,2,0.2,10,5,0.001,0.1,0.004,0.000000002,0,0,119413,0,0,502.23,501,850,503,504,512,198.92,74.01,58.08,99.46,4015.5,94.03,58.78,0,3925.5,,,98.49,2048,,,99.97,4096,11.25,217.79,99.97,4096,11.3,144.96,0.16,1.24,7.39,0,0.02,0.08,0,0.01,0.06,,,,,,
Mediation API,50,500,2000,100000,25000,1000000,50000000,0.025,0.1,40,4,10,0.25,0.00005,0.005,0.08,1.54E-07,0,0,1850293,0,0,646.99,501,4420,720,773,942,3086.02,1148.22,901.09,92.93,4023.5,724.86,444.37,99.89,3925.5,,,99.53,2048,,,99.76,4096,34.15,32.17,99.74,4096,37.35,36.7,12.4,13.76,10.57,0.2,0.2,0.12,0.08,0.07,0.06,,,,,,
Mediation API,1024,0,300,307200,0,0,0,3.413333333,163.1304048,0.29296875,4.340476193,0,0,0.8954768517,0,0.0364282019,1.54E-07,0,0,1697358,1,0,105.91,1,2226,186,223,331,2828.84,3746,3522.24,95.22,4060,388.91,260.75,99.95,3925.5,,,99.55,2048,,,99.86,4096,14.75,4850.75,99.85,4096,14.65,4706.5,23.47,21.77,18.05,0.42,0.22,0.13,0.02,0.03,0.06,,,,,,
Mediation API,1024,30,100,102400,30720,3000,3072000,10.24,34.13333333,0.09765625,3.333333333,0.029296875,0.3,0.3413333333,0.0002929688,0.0032552083,1.54E-07,0,0,1273394,0,0,47.02,31,1192,65,78,114,2122.42,2810.54,2642.66,96.56,4068,294.95,244.24,99.96,3925.5,,,99.4,2048,,,99.87,4096,13.95,3692.51,99.87,4096,14.15,3982.43,5.36,7.62,11.89,0.31,0.12,0.05,0,0.02,0.06,,,,,,
Mediation API,1024,30,1000,1024000,30720,30000,30720000,1.024,34.13333333,0.9765625,33.33333333,0.029296875,0.03,0.0341333333,2.93E-05,0.0325520833,1.54E-07,0,0,1658209,0,0,361.48,35,7832,601,958.45,1277,2764.33,3660.57,3441.91,94.01,4032,502.25,333.82,99.92,3925.5,,,99.56,2048,,,99.83,4096,22.2,15.27,99.83,4096,21.75,14.64,24.43,22.71,18.73,0.39,0.18,0.11,0.07,0.06,0.08,,,,,,
Mediation API,1024,500,200,204800,512000,100000,102400000,5.12,2.048,0.1953125,0.4,0.48828125,2.5,0.01024,0.0024414063,0.000390625,1.54E-07,0,0,238012,0,0,503.51,501,928,507,511,535.99,396.76,525.39,494.01,98.98,3998.5,100.36,65.95,99.97,3925.5,,,98.97,2048,,,99.93,4096,16.3,7095.82,99.96,4096,11.65,362.04,0.27,0.55,3.05,0,0,0,0,0,0,,,,,,
Mediation API,1024,500,2000,2048000,512000,1000000,1024000000,0.512,2.048,1.953125,4,0.48828125,0.25,0.001024,0.0002441406,0.00390625,1.54E-07,0,0,1417265,0,0,844.38,502,3089,1105,1154,1272,2364.72,3131.41,2944.36,93.22,4009.5,663.48,436.31,99.89,3925.5,,,99.47,2048,,,99.77,4096,38.65,38.54,99.78,4096,38.8,38.75,20.26,19.85,14.2,0.07,0.09,0.09,0.12,0.06,0.04,,,,,,
Mediation API,10240,0,2000,20480000,0,0,0,5.12,163.1304048,0.1953125,4.340476193,0,0,0.8954768517,0,0.0364282019,1.54E-07,0,0,487986,0,0,2455.98,120,9618,3572,3779,4664,811.61,8385.59,8315.84,92.54,4036,738.33,283.5,99.89,3925.5,,,99.27,2048,,,99.84,4096,35.25,33.73,99.86,4096,35.2,33.66,36.52,35.03,31.84,0.24,0.28,0.18,0.01,0.02,0.03,,,,,,
Mediation API,10240,30,300,3072000,307200,9000,92160000,34.13333333,341.3333333,0.029296875,10,0.0029296875,0.1,1.137777778,9.77E-06,0.0009765625,1.54E-07,0,0,507203,0,0,354.18,37,1537,533,600,738,846.22,8743.21,8670.49,96.49,4066.5,274.65,248.67,99.96,3925.5,,,99.24,2048,,,99.91,4096,15,5212.79,99.91,4096,14.9,5068.54,37.42,33.64,28.86,0.03,0.04,0,0,0.02,0.01,,,,,,
Mediation API,10240,500,100,1024000,5120000,50000,512000000,102.4,20.48,0.009765625,0.2,0.048828125,5,0.2048,0.0004882813,1.95E-05,1.54E-07,0,0,116741,0,0,513.62,503,728,534,545,570,194.47,2009.29,1992.58,98.85,4049,99.78,65.45,99.98,3925.5,,,98.57,2048,,,99.97,4096,10.9,724.08,99.97,4096,10.95,651.95,1.49,3.27,15.41,0,0,0,0,0,0,,,,,,